Temp,Conc
-1.173311e+00,1.494664e+00
-1.197833e+00,1.550834e+00
-1.158845e+00,1.527650e+00
-1.188485e+00,1.463044e+00
-1.121841e+00,1.548070e+00
-1.165222e+00,1.504444e+00
-1.139999e+00,1.549202e+00
-1.102167e+00,1.544385e+00
-1.165665e+00,1.538778e+00
-1.173985e+00,1.463480e+00
-1.126999e+00,1.513118e+00
-1.231476e+00,1.466086e+00
-1.194623e+00,1.471977e+00
-1.164393e+00,1.535428e+00
-1.209788e+00,1.531164e+00
-1.141140e+00,1.547540e+00
-1.241674e+00,1.463815e+00
-1.208116e+00,1.482684e+00
-1.169196e+00,1.570336e+00
-1.159758e+00,1.504232e+00
-1.195368e+00,1.562143e+00
-1.144251e+00,1.498144e+00
-1.178860e+00,1.460627e+00
-1.193274e+00,1.566104e+00
-1.251217e+00,1.534343e+00
-1.169666e+00,1.533565e+00
-1.110537e+00,1.545260e+00
-1.176185e+00,1.520046e+00
-1.206172e+00,1.464741e+00
-1.151079e+00,1.526248e+00
-1.232406e+00,1.561401e+00
-1.152820e+00,1.480135e+00
-1.144832e+00,1.561217e+00
-1.156217e+00,1.470999e+00
-1.131177e+00,1.552545e+00
-1.246301e+00,1.510557e+00
-1.134399e+00,1.560815e+00
-1.168691e+00,1.483390e+00
-1.152600e+00,1.525745e+00
-1.193130e+00,1.457468e+00
-1.159595e+00,1.557460e+00
-1.184183e+00,1.494358e+00
-1.161120e+00,1.530457e+00
-1.173790e+00,1.537682e+00
-1.244552e+00,1.498708e+00
-1.230862e+00,1.541994e+00
-1.192076e+00,1.548507e+00
-1.134819e+00,1.534824e+00
-1.163355e+00,1.504376e+00
-1.193114e+00,1.550190e+00
-1.171821e+00,1.517246e+00
-1.248783e+00,1.543950e+00
-1.242529e+00,1.527155e+00
-1.152155e+00,1.535756e+00
-1.089746e+00,1.493285e+00
-1.218588e+00,1.460333e+00
-1.176914e+00,1.568305e+00
-1.163785e+00,1.539243e+00
-1.155873e+00,1.488370e+00
-1.187920e+00,1.512043e+00
-1.200863e+00,1.529427e+00
-1.159348e+00,1.501371e+00
-1.184809e+00,1.506339e+00
-1.167707e+00,1.568113e+00
-1.204453e+00,1.454770e+00
-1.229321e+00,1.509122e+00
-1.251257e+00,1.479980e+00
-1.226462e+00,1.464010e+00
-1.112578e+00,1.546684e+00
-1.155703e+00,1.476807e+00
-1.228100e+00,1.463242e+00
-1.160062e+00,1.565129e+00
-1.175679e+00,1.568842e+00
-1.117573e+00,1.512409e+00
-1.114434e+00,1.553158e+00
-1.109451e+00,1.473723e+00
-1.155688e+00,1.511285e+00
-1.164377e+00,1.512945e+00
-1.157363e+00,1.541336e+00
-1.135997e+00,1.544841e+00
-1.154338e+00,1.506630e+00
-1.167552e+00,1.560452e+00
-1.180880e+00,1.465186e+00
-1.117169e+00,1.536210e+00
-1.113797e+00,1.470076e+00
-1.134862e+00,1.502298e+00
-1.079993e+00,1.513386e+00
-1.168712e+00,1.532421e+00
-1.169283e+00,1.571328e+00
-1.248264e+00,1.489559e+00
-1.191844e+00,1.471352e+00
-1.084065e+00,1.510057e+00
-1.139589e+00,1.462747e+00
-1.226704e+00,1.525594e+00
-1.178869e+00,1.542573e+00
-1.132847e+00,1.518353e+00
-1.135322e+00,1.496646e+00
-1.207439e+00,1.480115e+00
-1.163903e+00,1.541057e+00
-1.223308e+00,1.513565e+00
-1.111029e+00,1.512579e+00
-1.161705e+00,1.559636e+00
-1.113936e+00,1.504629e+00
-1.176971e+00,1.485287e+00
-1.120730e+00,1.559153e+00
-1.090580e+00,1.505887e+00
-1.110372e+00,1.522038e+00
-1.241672e+00,1.463117e+00
-1.148582e+00,1.467441e+00
-1.164484e+00,1.519050e+00
-1.155742e+00,1.509148e+00
-1.243968e+00,1.515008e+00
-1.121348e+00,1.516977e+00
-1.134377e+00,1.502740e+00
-1.230183e+00,1.558832e+00
-1.178734e+00,1.526496e+00
-1.178690e+00,1.492299e+00
-1.174875e+00,1.561026e+00
-1.107073e+00,1.505395e+00
-1.172190e+00,1.488505e+00
-1.226240e+00,1.559239e+00
-1.166826e+00,1.490309e+00
-1.135625e+00,1.491257e+00
-1.245490e+00,1.541784e+00
-1.152174e+00,1.537366e+00
-1.202794e+00,1.480348e+00
-1.187369e+00,1.563427e+00
-1.125988e+00,1.543065e+00
-1.140662e+00,1.554877e+00
-1.207816e+00,1.511889e+00
-1.182007e+00,1.551218e+00
-1.151326e+00,1.520502e+00
-1.208985e+00,1.554674e+00
-1.186927e+00,1.548581e+00
-1.196872e+00,1.503744e+00
-1.223891e+00,1.532015e+00
-1.208884e+00,1.565437e+00
-1.082982e+00,1.509532e+00
-1.164108e+00,1.455340e+00
-1.162272e+00,1.501568e+00
-1.162791e+00,1.489040e+00
-1.169260e+00,1.562024e+00
-1.183965e+00,1.498932e+00
-1.157680e+00,1.468636e+00
-1.126218e+00,1.476026e+00
-1.190384e+00,1.558714e+00
-1.226856e+00,1.512754e+00
-1.170141e+00,1.482396e+00
-1.177338e+00,1.534728e+00
-1.193485e+00,1.512654e+00
-1.194607e+00,1.468000e+00
-1.207785e+00,1.482102e+00
-1.187246e+00,1.526802e+00
-1.188514e+00,1.487981e+00
-1.111914e+00,1.554011e+00
-1.173295e+00,1.485677e+00
-1.153695e+00,1.541448e+00
-1.195599e+00,1.461910e+00
-1.196448e+00,1.454648e+00
-1.178394e+00,1.512872e+00
-1.182360e+00,1.523606e+00
-1.241451e+00,1.462324e+00
-1.085914e+00,1.521579e+00
-1.109601e+00,1.476767e+00
-1.157031e+00,1.528689e+00
-1.184092e+00,1.564046e+00
-1.104245e+00,1.516992e+00
-1.154730e+00,1.536688e+00
-1.192314e+00,1.512745e+00
-1.185925e+00,1.539395e+00
-1.196064e+00,1.564518e+00
-1.165460e+00,1.468689e+00
-1.188523e+00,1.560872e+00
-1.199404e+00,1.507809e+00
-1.134485e+00,1.475098e+00
-1.169463e+00,1.548125e+00
-1.151901e+00,1.478873e+00
-1.116047e+00,1.516933e+00
-1.253231e+00,1.515609e+00
-1.218493e+00,1.544500e+00
-1.179920e+00,1.533466e+00
-1.237973e+00,1.550126e+00
-1.162018e+00,1.535449e+00
-1.219301e+00,1.466550e+00
-1.163857e+00,1.569488e+00
-1.193628e+00,1.488795e+00
-1.164090e+00,1.545110e+00
-1.195778e+00,1.508483e+00
-1.130488e+00,1.469271e+00
-1.127242e+00,1.551678e+00
-1.208887e+00,1.454463e+00
-1.182980e+00,1.478980e+00
-1.091433e+00,1.530935e+00
-1.173424e+00,1.532724e+00
-1.164311e+00,1.501018e+00
-1.154039e+00,1.484793e+00
-1.154795e+00,1.498947e+00
-1.176519e+00,1.534775e+00
-1.215254e+00,1.521447e+00
-1.163986e+00,1.489219e+00
-1.182110e+00,1.499411e+00
-1.155261e+00,1.502912e+00
-1.163970e+00,1.560621e+00
-1.177140e+00,1.526291e+00
-1.161277e+00,1.457347e+00
-1.149574e+00,1.545280e+00
-1.259734e+00,1.509705e+00
-1.155890e+00,1.535417e+00
-1.205791e+00,1.453544e+00
-1.261774e+00,1.492105e+00
-1.131658e+00,1.498426e+00
-1.239002e+00,1.559535e+00
-1.173045e+00,1.484899e+00
-1.118397e+00,1.529469e+00
-1.190947e+00,1.533230e+00
-1.257951e+00,1.510228e+00
-1.167362e+00,1.517089e+00
-1.139095e+00,1.533138e+00
-1.167876e+00,1.527372e+00
-1.162851e+00,1.547217e+00
-1.254732e+00,1.549840e+00
-1.170877e+00,1.456980e+00
-1.203123e+00,1.507459e+00
-1.144047e+00,1.511937e+00
-1.143275e+00,1.515943e+00
-1.192925e+00,1.566834e+00
-1.188506e+00,1.472481e+00
-1.173857e+00,1.487380e+00
-1.203897e+00,1.450407e+00
-1.161810e+00,1.508203e+00
-1.152921e+00,1.469291e+00
-1.158975e+00,1.521278e+00
-1.158832e+00,1.515110e+00
-1.204789e+00,1.518395e+00
-1.168375e+00,1.455188e+00
-1.193306e+00,1.487374e+00
-1.206098e+00,1.465346e+00
-1.166415e+00,1.507342e+00
-1.119553e+00,1.558475e+00
-1.157982e+00,1.541971e+00
-1.154878e+00,1.541559e+00
-1.241533e+00,1.549221e+00
-1.132302e+00,1.509163e+00
-1.122341e+00,1.552041e+00
-1.194746e+00,1.502294e+00
-1.163442e+00,1.546960e+00
-1.191768e+00,1.498454e+00
-1.153972e+00,1.481419e+00
-1.148628e+00,1.521895e+00
-1.231073e+00,1.504351e+00
-1.240605e+00,1.536223e+00
-1.189528e+00,1.505168e+00
-1.147523e+00,1.542476e+00
-1.220189e+00,1.526922e+00
-1.081421e+00,1.511828e+00
-1.121263e+00,1.534459e+00
-1.158115e+00,1.481140e+00
-1.167985e+00,1.474161e+00
-1.115828e+00,1.491174e+00
-1.151821e+00,1.498456e+00
-1.264295e+00,1.490262e+00
-1.218567e+00,1.532535e+00
-1.127800e+00,1.496943e+00
-1.089949e+00,1.541776e+00
-1.163418e+00,1.508089e+00
-1.138184e+00,1.492545e+00
-1.200727e+00,1.473026e+00
-1.164302e+00,1.490943e+00
-1.166185e+00,1.493580e+00
-1.142729e+00,1.539240e+00
-1.178301e+00,1.516207e+00
-1.146074e+00,1.502736e+00
-1.126692e+00,1.495153e+00
-1.174224e+00,1.456088e+00
-1.136276e+00,1.560708e+00
-1.200668e+00,1.511488e+00
-1.191139e+00,1.450701e+00
-1.189169e+00,1.513991e+00
-1.185057e+00,1.513969e+00
-1.111489e+00,1.498190e+00
-1.157179e+00,1.540768e+00
-1.158449e+00,1.493459e+00
-1.154650e+00,1.549944e+00
-1.226019e+00,1.502148e+00
-1.180410e+00,1.495629e+00
-1.186202e+00,1.467170e+00
-1.116972e+00,1.519373e+00
-1.204166e+00,1.469877e+00
-1.228450e+00,1.484923e+00
-1.164968e+00,1.479294e+00
-1.166491e+00,1.482790e+00
-1.150865e+00,1.500993e+00
-1.172347e+00,1.546726e+00
-1.196268e+00,1.502607e+00
-1.165462e+00,1.492837e+00
-1.179939e+00,1.517192e+00
-1.192735e+00,1.553936e+00
-1.246868e+00,1.509489e+00
-1.154053e+00,1.455907e+00
-1.230473e+00,1.545993e+00
-1.167358e+00,1.482202e+00
-1.166019e+00,1.461134e+00
-1.230607e+00,1.466700e+00
-1.176843e+00,1.471578e+00
-1.124068e+00,1.504577e+00
-1.193317e+00,1.527896e+00
-1.175111e+00,1.501786e+00
-1.168761e+00,1.522937e+00
-1.145848e+00,1.568594e+00
-1.226259e+00,1.542511e+00
-1.135262e+00,1.506421e+00
-1.124414e+00,1.475960e+00
-1.165796e+00,1.477487e+00
-1.164568e+00,1.498406e+00
-1.175815e+00,1.506339e+00
-1.192036e+00,1.526547e+00
-1.138092e+00,1.538949e+00
-1.158905e+00,1.504486e+00
-1.103294e+00,1.505775e+00
-1.122109e+00,1.518102e+00
-1.145827e+00,1.550184e+00
-1.166666e+00,1.551427e+00
-1.186596e+00,1.465191e+00
-1.161187e+00,1.551946e+00
-1.186883e+00,1.533748e+00
-1.236668e+00,1.511246e+00
-1.181486e+00,1.506112e+00
-1.092340e+00,1.505805e+00
-1.249723e+00,1.490307e+00
-1.161171e+00,1.492294e+00
-1.249710e+00,1.489663e+00
-1.146201e+00,1.533922e+00
-1.139326e+00,1.472293e+00
-1.160562e+00,1.517526e+00
-1.157459e+00,1.526349e+00
-1.139495e+00,1.507060e+00
-1.142401e+00,1.534394e+00
-1.095303e+00,1.532187e+00
-1.231272e+00,1.541714e+00
-1.158154e+00,1.491892e+00
-1.192372e+00,1.516676e+00
-1.198864e+00,1.504671e+00
-1.142407e+00,1.516505e+00
-1.137502e+00,1.503295e+00
-1.142830e+00,1.533851e+00
-1.134053e+00,1.528096e+00
-1.190145e+00,1.481841e+00
-1.083727e+00,1.512966e+00
-1.197309e+00,1.478813e+00
-1.116304e+00,1.525357e+00
-1.153935e+00,1.512799e+00
-1.173588e+00,1.563291e+00
-1.177780e+00,1.459533e+00
-1.143555e+00,1.567531e+00
-1.204883e+00,1.488026e+00
-1.220052e+00,1.521923e+00
-1.146880e+00,1.500441e+00
-1.164120e+00,1.522143e+00
-1.202399e+00,1.556936e+00
-1.174962e+00,1.554831e+00
-1.166072e+00,1.532078e+00
-1.212902e+00,1.546481e+00
-1.200653e+00,1.488715e+00
-1.155197e+00,1.551124e+00
-1.195838e+00,1.526840e+00
-1.202444e+00,1.550124e+00
-1.179915e+00,1.501548e+00
-1.172429e+00,1.494323e+00
-1.165597e+00,1.457061e+00
-1.144736e+00,1.523357e+00
-1.226430e+00,1.510476e+00
-1.085104e+00,1.508494e+00
-1.166375e+00,1.503492e+00
-1.200128e+00,1.453384e+00
-1.151370e+00,1.514097e+00
-1.237213e+00,1.512044e+00
-1.183318e+00,1.460367e+00
-1.151238e+00,1.502914e+00
-1.107904e+00,1.538993e+00
-1.158971e+00,1.473146e+00
-1.187677e+00,1.464947e+00
-1.153594e+00,1.510292e+00
-1.171495e+00,1.471952e+00
-1.223053e+00,1.520117e+00
-1.173690e+00,1.514182e+00
-1.249841e+00,1.511186e+00
-1.152982e+00,1.492220e+00
-1.180381e+00,1.501800e+00
-1.208085e+00,1.517542e+00
-1.214340e+00,1.515721e+00
-1.177745e+00,1.457482e+00
-1.243009e+00,1.557212e+00
-1.158587e+00,1.526763e+00
-1.168359e+00,1.501548e+00
-1.150945e+00,1.498657e+00
-1.245599e+00,1.528489e+00
-1.195769e+00,1.503608e+00
-1.172016e+00,1.452578e+00
-1.158363e+00,1.513283e+00
-1.194148e+00,1.492756e+00
-1.201890e+00,1.563346e+00
-1.161215e+00,1.530373e+00
-1.193919e+00,1.545186e+00
-1.186721e+00,1.543319e+00
-1.188619e+00,1.558473e+00
-1.216710e+00,1.552077e+00
-1.175072e+00,1.511479e+00
-1.132242e+00,1.542198e+00
-1.192626e+00,1.557284e+00
-1.225291e+00,1.483856e+00
-1.189091e+00,1.512274e+00
-1.184097e+00,1.569549e+00
-1.170708e+00,1.456215e+00
-1.149415e+00,1.482434e+00
-1.261212e+00,1.537564e+00
-1.143297e+00,1.554599e+00
-1.200839e+00,1.467999e+00
-1.170125e+00,1.499440e+00
-1.173580e+00,1.515188e+00
-1.185376e+00,1.494085e+00
-1.187655e+00,1.531423e+00
-1.191765e+00,1.499814e+00
-1.151630e+00,1.558204e+00
-1.153499e+00,1.468877e+00
-1.186036e+00,1.541122e+00
-1.129748e+00,1.468192e+00
-1.094726e+00,1.493850e+00
-1.184663e+00,1.513959e+00
-1.236803e+00,1.544346e+00
-1.172123e+00,1.467187e+00
-1.119545e+00,1.471030e+00
-1.171666e+00,1.491582e+00
-1.177322e+00,1.453696e+00
-1.159097e+00,1.569637e+00
-1.169130e+00,1.503892e+00
-1.148446e+00,1.500859e+00
-1.204428e+00,1.567668e+00
-1.177664e+00,1.501895e+00
-1.116807e+00,1.507788e+00
-1.183311e+00,1.507332e+00
-1.215227e+00,1.486931e+00
-1.179309e+00,1.551624e+00
-1.190063e+00,1.549794e+00
-1.176464e+00,1.569333e+00
-1.257803e+00,1.476834e+00
-1.199840e+00,1.538459e+00
-1.203475e+00,1.544487e+00
-1.266196e+00,1.499110e+00
-1.172221e+00,1.494846e+00
-1.149987e+00,1.485746e+00
-1.175588e+00,1.549894e+00
-1.103392e+00,1.499729e+00
-1.145964e+00,1.496649e+00
-1.205752e+00,1.512605e+00
-1.103577e+00,1.496079e+00
-1.204767e+00,1.554154e+00
-1.219702e+00,1.555413e+00
-1.226288e+00,1.550724e+00
-1.155244e+00,1.510548e+00
-1.233060e+00,1.501978e+00
-1.177336e+00,1.469288e+00
-1.181427e+00,1.496802e+00
-1.212423e+00,1.535760e+00
-1.177571e+00,1.508637e+00
-1.172350e+00,1.512671e+00
-1.135756e+00,1.566636e+00
-1.154768e+00,1.520337e+00
-1.244466e+00,1.473354e+00
-1.162907e+00,1.514572e+00
-1.116769e+00,1.519525e+00
-1.190923e+00,1.531879e+00
-1.180160e+00,1.522901e+00
-1.157926e+00,1.549253e+00
-1.258672e+00,1.512927e+00
-1.177791e+00,1.529434e+00
-1.159708e+00,1.560458e+00
-1.171745e+00,1.506671e+00
-1.197848e+00,1.473559e+00
-1.107018e+00,1.500651e+00
-1.195856e+00,1.522935e+00
-1.163411e+00,1.551739e+00
-1.202159e+00,1.512218e+00
-1.200488e+00,1.483985e+00
-1.138439e+00,1.524199e+00
-1.119369e+00,1.532211e+00
-1.196805e+00,1.459713e+00
-1.194444e+00,1.464919e+00
-1.156577e+00,1.502616e+00
-1.105570e+00,1.482318e+00
-1.237482e+00,1.515719e+00
-1.172779e+00,1.505647e+00
-1.184346e+00,1.513092e+00
-1.192669e+00,1.522711e+00
-1.179055e+00,1.464005e+00
-1.149822e+00,1.530243e+00
-1.158174e+00,1.510049e+00
-1.180413e+00,1.512706e+00
-1.131343e+00,1.541285e+00
-1.191889e+00,1.466978e+00
-1.143432e+00,1.477366e+00
-1.178889e+00,1.467318e+00
-1.160374e+00,1.539035e+00
-1.172353e+00,1.511844e+00
-1.158160e+00,1.561419e+00
-1.215536e+00,1.490314e+00
-1.208019e+00,1.532275e+00
-1.081972e+00,1.525428e+00
-1.233330e+00,1.512313e+00
-1.154240e+00,1.481188e+00
-1.079987e+00,1.507058e+00
-1.171911e+00,1.470922e+00
-1.171719e+00,1.484827e+00
-1.201799e+00,1.495577e+00
-1.112478e+00,1.496153e+00
-1.121630e+00,1.530354e+00
-1.144059e+00,1.517108e+00
-1.160552e+00,1.564153e+00
-1.134951e+00,1.494603e+00
-1.225175e+00,1.509820e+00
-1.160599e+00,1.545956e+00
-1.189742e+00,1.466987e+00
-1.105294e+00,1.552148e+00
-1.199580e+00,1.514370e+00
-1.259610e+00,1.509634e+00
-1.177988e+00,1.516909e+00
-1.257697e+00,1.480630e+00
-1.154440e+00,1.492521e+00
-1.174993e+00,1.571970e+00
-1.165188e+00,1.517637e+00
-1.177250e+00,1.513244e+00
-1.200134e+00,1.517232e+00
-1.222392e+00,1.453982e+00
-1.186198e+00,1.494665e+00
-1.128947e+00,1.488936e+00
-1.193417e+00,1.511115e+00
-1.195925e+00,1.505411e+00
-1.269284e+00,1.507265e+00
-1.165551e+00,1.503566e+00
-1.268502e+00,1.514805e+00
-1.098981e+00,1.511981e+00
-1.169263e+00,1.493019e+00
-1.148547e+00,1.474362e+00
-1.244066e+00,1.476362e+00
-1.177137e+00,1.533503e+00
-1.239885e+00,1.503749e+00
-1.165413e+00,1.515779e+00
-1.172157e+00,1.464894e+00
-1.127685e+00,1.493493e+00
-1.173633e+00,1.464408e+00
-1.208065e+00,1.569735e+00
-1.260339e+00,1.502398e+00
-1.146052e+00,1.532059e+00
-1.191704e+00,1.504514e+00
-1.224789e+00,1.469354e+00
-1.172187e+00,1.491943e+00
-1.168110e+00,1.522757e+00
-1.084261e+00,1.516556e+00
-1.187046e+00,1.520153e+00
-1.232268e+00,1.517159e+00
-1.164224e+00,1.483426e+00
-1.221240e+00,1.560426e+00
-1.169643e+00,1.523214e+00
-1.167924e+00,1.513336e+00
-1.167203e+00,1.504528e+00
-1.228872e+00,1.525043e+00
-1.194741e+00,1.485597e+00
-1.084090e+00,1.505222e+00
-1.179108e+00,1.513028e+00
-1.208605e+00,1.513986e+00
-1.153977e+00,1.546669e+00
-1.168739e+00,1.544263e+00
-1.169761e+00,1.514361e+00
-1.189584e+00,1.540301e+00
-1.173612e+00,1.486493e+00
-1.140010e+00,1.512872e+00
-1.225709e+00,1.494995e+00
-1.121592e+00,1.524696e+00
-1.243748e+00,1.524987e+00
-1.111572e+00,1.512668e+00
-1.202766e+00,1.519473e+00
-1.177906e+00,1.488451e+00
-1.171851e+00,1.543043e+00
-1.192749e+00,1.547259e+00
-1.209765e+00,1.522467e+00
-1.176235e+00,1.568878e+00
-1.222073e+00,1.527638e+00
-1.206141e+00,1.511746e+00
-1.141652e+00,1.493134e+00
-1.211338e+00,1.476746e+00
-1.094058e+00,1.515548e+00
-1.165800e+00,1.506418e+00
-1.165131e+00,1.479632e+00
-1.200263e+00,1.544533e+00
-1.120321e+00,1.481248e+00
-1.185734e+00,1.481009e+00
-1.088588e+00,1.532937e+00
-1.179502e+00,1.493664e+00
-1.188849e+00,1.472591e+00
-1.137702e+00,1.543887e+00
-1.166915e+00,1.508823e+00
-1.163637e+00,1.513083e+00
-1.144715e+00,1.502674e+00
-1.136505e+00,1.557894e+00
-1.162823e+00,1.530568e+00
-1.147400e+00,1.545499e+00
-1.178985e+00,1.568550e+00
-1.078164e+00,1.508988e+00
-1.159565e+00,1.519229e+00
-1.111975e+00,1.517536e+00
-1.163802e+00,1.483907e+00
-1.214425e+00,1.549308e+00
-1.172264e+00,1.471833e+00
-1.165788e+00,1.572827e+00
-1.172860e+00,1.546577e+00
-1.264306e+00,1.512256e+00
-1.251250e+00,1.512477e+00
-1.145496e+00,1.528402e+00
-1.218368e+00,1.542865e+00
-1.132287e+00,1.547144e+00
-1.205242e+00,1.481937e+00
-1.191972e+00,1.509341e+00
-1.217748e+00,1.495559e+00
-1.113574e+00,1.500498e+00
-1.110494e+00,1.509810e+00
-1.157700e+00,1.553867e+00
-1.215880e+00,1.516467e+00
-1.148876e+00,1.491751e+00
-1.116509e+00,1.508110e+00
-1.189706e+00,1.537930e+00
-1.250007e+00,1.514517e+00
-1.151589e+00,1.515819e+00
-1.138892e+00,1.553366e+00
-1.188364e+00,1.490895e+00
-1.206761e+00,1.547094e+00
-1.161150e+00,1.500092e+00
-1.163143e+00,1.561281e+00
-1.158537e+00,1.565156e+00
-1.177513e+00,1.485228e+00
-1.168727e+00,1.512588e+00
-1.175706e+00,1.514622e+00
-1.126883e+00,1.558569e+00
-1.144047e+00,1.539341e+00
-1.118673e+00,1.491589e+00
-1.260137e+00,1.520307e+00
-1.150725e+00,1.521212e+00
-1.129071e+00,1.514695e+00
-1.139490e+00,1.544912e+00
-1.226115e+00,1.547665e+00
-1.194745e+00,1.533992e+00
-1.179530e+00,1.521463e+00
-1.174700e+00,1.535242e+00
-1.229072e+00,1.512036e+00
-1.140092e+00,1.528098e+00
-1.147588e+00,1.489753e+00
-1.168669e+00,1.522770e+00
-1.164007e+00,1.505820e+00
-1.123583e+00,1.480664e+00
-1.217357e+00,1.562641e+00
-1.191469e+00,1.526859e+00
-1.084736e+00,1.511830e+00
-1.102378e+00,1.499277e+00
-1.108650e+00,1.501358e+00
-1.145351e+00,1.496975e+00
-1.191800e+00,1.524844e+00
-1.171525e+00,1.511851e+00
-1.139742e+00,1.527667e+00
-1.176364e+00,1.462898e+00
-1.216375e+00,1.495049e+00
-1.177433e+00,1.521459e+00
-1.218302e+00,1.481739e+00
-1.183717e+00,1.557539e+00
-1.129561e+00,1.475530e+00
-1.247528e+00,1.546283e+00
-1.135223e+00,1.517111e+00
-1.254160e+00,1.523963e+00
-1.122099e+00,1.496895e+00
-1.166793e+00,1.540626e+00
-1.157308e+00,1.555533e+00
-1.173765e+00,1.498889e+00
-1.178053e+00,1.512247e+00
-1.126516e+00,1.489860e+00
-1.195780e+00,1.519347e+00
-1.220972e+00,1.467454e+00
-1.177707e+00,1.496160e+00
-1.102492e+00,1.509081e+00
-1.098253e+00,1.550059e+00
-1.201033e+00,1.510550e+00
-1.181260e+00,1.508933e+00
-1.195303e+00,1.542094e+00
-1.153187e+00,1.480985e+00
-1.203758e+00,1.493262e+00
-1.178542e+00,1.469796e+00
-1.242972e+00,1.520064e+00
-1.081868e+00,1.512370e+00
-1.172090e+00,1.540355e+00
-1.266018e+00,1.508282e+00
-1.154415e+00,1.475370e+00
-1.182674e+00,1.480931e+00
-1.149895e+00,1.529432e+00
-1.166850e+00,1.463382e+00
-1.139201e+00,1.512057e+00
-1.146427e+00,1.482438e+00
-1.136378e+00,1.488980e+00
-1.212902e+00,1.568797e+00
-1.183175e+00,1.503871e+00
-1.173427e+00,1.541350e+00
-1.131745e+00,1.481878e+00
-1.188478e+00,1.511526e+00
-1.243695e+00,1.526954e+00
-1.145950e+00,1.512239e+00
-1.115962e+00,1.519440e+00
-1.206882e+00,1.461265e+00
-1.092995e+00,1.535644e+00
-1.198515e+00,1.471449e+00
-1.162173e+00,1.551054e+00
-1.167854e+00,1.567884e+00
-1.168378e+00,1.512463e+00
-1.182529e+00,1.517149e+00
-1.146920e+00,1.516000e+00
-1.262128e+00,1.496959e+00
-1.186771e+00,1.496740e+00
-1.156613e+00,1.463616e+00
-1.211153e+00,1.507386e+00
-1.197939e+00,1.503597e+00
-1.212867e+00,1.507796e+00
-1.187798e+00,1.476373e+00
-1.149111e+00,1.487713e+00
-1.168792e+00,1.517149e+00
-1.172889e+00,1.534795e+00
-1.171112e+00,1.525668e+00
-1.141074e+00,1.511940e+00
-1.179832e+00,1.478846e+00
-1.190222e+00,1.476826e+00
-1.199880e+00,1.544515e+00
-1.244547e+00,1.515087e+00
-1.168124e+00,1.482382e+00
-1.109393e+00,1.549864e+00
-1.141742e+00,1.517233e+00
-1.159113e+00,1.456907e+00
-1.152723e+00,1.510010e+00
-1.177755e+00,1.529256e+00
-1.188518e+00,1.489670e+00
-1.151610e+00,1.494138e+00
-1.171537e+00,1.464039e+00
-1.207605e+00,1.484469e+00
-1.168708e+00,1.491701e+00
-1.130859e+00,1.498982e+00
-1.160919e+00,1.529036e+00
-1.174472e+00,1.507958e+00
-1.191848e+00,1.544031e+00
-1.157954e+00,1.490147e+00
-1.197193e+00,1.533629e+00
-1.157112e+00,1.494192e+00
-1.177122e+00,1.472222e+00
-1.229875e+00,1.549177e+00
-1.196437e+00,1.510237e+00
-1.152691e+00,1.470958e+00
-1.165442e+00,1.468517e+00
-1.160661e+00,1.559747e+00
